nome_hotel,prezzo_iniziale,prezzo,credito_guadagnato,stanza,città,data,punteggio,stelle,stelle_booking,partner_preferiti,novita,evidenza,numero_recensioni,distanza_centro,genius,offerte,colazione_inclusa,senza_pagamento_anticipato,cancellazione_gratuita,os,username,user_agent_type,TIMESTAMP
Cappuccino A pochi minuti dalla Cattedrale,€ 136,€ 110,,Appartamento - Piano Terra,Palermo,2024-06-15,,,,,True,True,,"1,8 km dal centro",False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Maison Butera,€ 209,€ 189,Guadagna € 13 di Credito,Camera King con Vista Mare,"La Kalsa, Palermo",2024-06-15,"8,9
Punteggio di 8,9",,4.0,preferred_plus,False,False,94 recensioni,"1,4 km dal centro",True,,True,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Residenza Paola,€ 139,€ 132,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,"10
Punteggio di 10",,4.0,,True,False,1 recensione,200 m dal centro,False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
CasaVe,€ 137,€ 124,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,"9,3
Punteggio di 9,3",,4.0,,False,False,14 recensioni,"0,8 km dal centro",True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Room#200,€ 89,€ 89,,Appartamento Monolocale,Palermo,2024-06-15,"9,0
Punteggio di 9,0",,3.0,,False,False,9 recensioni,"2,8 km dal centro",False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Villa laura,€ 125,€ 125,,Camera Quadrupla,Palermo,2024-06-15,,,,,False,False,,"3,8 km dal centro",False,,False,True,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Villetta Giusi,€ 166,€ 134,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,,,,,True,False,,10 km dal centro,False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
PanoramicHouseMondello,€ 116,€ 116,,Villa con 2 Camere da Letto,Palermo,2024-06-15,"9,0
Punteggio di 9,0",,4.0,,False,False,3 recensioni,"10,2 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
EMILY'S HOUSE,€ 108,€ 88,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,,,,,True,False,,"1,3 km dal centro",False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Al Cortile del capo,€ 123,€ 123,,Casa con 1 Camera da Letto,"Monte di Pietà, Palermo",2024-06-15,"9,3
Punteggio di 9,3",,4.0,,True,False,3 recensioni,300 m dal centro,False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Rocco Forte Villa Igiea,€ 1.490,€ 1.490,,Camera Matrimoniale,Palermo,2024-06-15,"9,3
Punteggio di 9,3",5.0,,preferred,False,False,406 recensioni,"2,9 km dal centro",False,,True,True,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Baru’s house,€ 149,€ 135,,Camera Matrimoniale con Bagno Privato,"Ruggero Settimo, Palermo",2024-06-15,"9,1
Punteggio di 9,1",,3.0,preferred,False,False,61 recensioni,450 m dal centro,True,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Palazzo Caltagirone Suite,€ 414,€ 262,,Appartamento su 2 Livelli,"La Kalsa, Palermo",2024-06-15,"9,5
Punteggio di 9,5",,4.0,preferred,False,False,150 recensioni,1 km dal centro,True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Maqueda - Room & Suite,€ 204,€ 204,,Camera Deluxe,"Monte di Pietà, Palermo",2024-06-15,,,,,False,False,,350 m dal centro,False,,False,True,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Bio Hotel Palermo,€ 174,€ 174,,Camera Matrimoniale con Terrazza,"Ruggero Settimo, Palermo",2024-06-15,"7,9
Punteggio di 7,9",3.0,,preferred_plus,False,False,658 recensioni,300 m dal centro,False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Medea Sikanart Home,€ 277,€ 222,,Appartamento,Palermo,2024-06-15,"10
Punteggio di 10",,,,True,True,1 recensione,"10,3 km dal centro",False,,False,True,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Broken column,€ 139,€ 139,,Camera Deluxe,Palermo,2024-06-15,"8,1
Punteggio di 8,1",,4.0,,False,False,66 recensioni,"1,1 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Villetta Abbate,€ 104,€ 104,,Appartamento con Terrazza,Palermo,2024-06-15,"8,7
Punteggio di 8,7",,,,False,False,13 recensioni,"8,2 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Maqueda Vibes,€ 183,€ 155,,Appartamento,"Castellammare Vucciria, Palermo",2024-06-15,"9,3
Punteggio di 9,3",,4.0,,True,False,8 recensioni,400 m dal centro,False,Offerta Vacanze ,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Maquedino holiday home & Terrace - Centro Storico,€ 271,€ 225,,Appartamento Attico,"La Kalsa, Palermo",2024-06-15,"8,8
Punteggio di 8,8",,4.0,,False,False,39 recensioni,1 km dal centro,True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Sol&Luna 1909,€ 189,€ 176,,Casa con 2 Camere da Letto,Palermo,2024-06-15,"9,5
Punteggio di 9,5",,4.0,preferred,False,False,48 recensioni,1 km dal centro,True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Amunì o 123,€ 85,€ 85,,Appartamento con 1 Camera da Letto,"Borgo vecchio, Palermo",2024-06-15,"7,7
Punteggio di 7,7",,3.0,,False,False,14 recensioni,"0,8 km dal centro",False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Marine Case Vacanze,€ 123,€ 117,Guadagna € 8 di Credito,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,"8,8
Punteggio di 8,8",,4.0,preferred_plus,False,False,78 recensioni,"5,1 km dal centro",False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Villa Aurora Per Vacanze,€ 104,€ 98,,Casa Vacanze,Palermo,2024-06-15,"8,0
Punteggio di 8,0",,3.0,,False,False,58 recensioni,"5,8 km dal centro",True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Palermo Inn Boutique Arte,€ 448,€ 404,,Camera Matrimoniale Deluxe con Balcone,"Monte di Pietà, Palermo",2024-06-15,"9,1
Punteggio di 9,1",4.0,,,False,False,22 recensioni,350 m dal centro,True,,False,True,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
A due passi dalla cattedrale,€ 184,€ 184,,Appartamento con 2 Camere da Letto,"Monte di Pietà, Palermo",2024-06-15,"7,5
Punteggio di 7,5",,3.0,,False,False,95 recensioni,"0,6 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Kiko's House,€ 82,€ 82,,Appartamento con 2 Camere da Letto,Palermo,2024-06-15,"8,8
Punteggio di 8,8",,4.0,,False,False,12 recensioni,"2,2 km dal centro",False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Home Castrofilippo,€ 94,€ 94,,Appartamento con 1 Camera da Letto,"La Kalsa, Palermo",2024-06-15,"8,0
Punteggio di 8,0",,4.0,,False,False,30 recensioni,"1,1 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Domus Accomodations,€ 95,€ 86,,Monolocale,Palermo,2024-06-15,"7,9
Punteggio di 7,9",,3.0,,False,False,71 recensioni,"5,3 km dal centro",True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
PAIPER B&B,€ 94,€ 76,,Appartamento con 1 Camera da Letto,"Monte di Pietà, Palermo",2024-06-15,"2,0
Punteggio di 2,0",,,,False,False,1 recensione,"0,7 km dal centro",False,Offerta Vacanze ,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Tra i tesori di Palermo,€ 133,€ 123,,Casa con 1 Camera da Letto,"Monte di Pietà, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,4.0,,False,True,6 recensioni,450 m dal centro,True,,False,True,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Cassari UpArtments,€ 194,€ 180,,Appartamento con Vista Mare,"Castellammare Vucciria, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,4.0,preferred,False,False,327 recensioni,"0,9 km dal centro",True,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Cortile Caravello 8,€ 94,€ 94,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,,,4.0,,False,False,,"1,9 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
margot palermo,€ 170,€ 170,,Appartamento,"Ruggero Settimo, Palermo",2024-06-15,"10
Punteggio di 10",,4.0,,False,False,1 recensione,"0,5 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Luna Blu Apartment,€ 100,€ 100,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,"7,9
Punteggio di 7,9",,3.0,,False,False,18 recensioni,"1,7 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Cappuccini Apartment,€ 94,€ 88,,Appartamento Standard,Palermo,2024-06-15,"7,7
Punteggio di 7,7",,3.0,,False,False,46 recensioni,"1,8 km dal centro",True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Da Nelly al Politeama,€ 144,€ 144,,Appartamento con 1 Camera da Letto,"Ruggero Settimo, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,3.0,,False,False,36 recensioni,"0,5 km dal centro",False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
CASA ARANCIO,€ 121,€ 121,,Casa con 1 Camera da Letto,Palermo,2024-06-15,"7,8
Punteggio di 7,8",,3.0,,False,False,6 recensioni,"2,7 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Donna Carmela,€ 111,€ 111,,Appartamento con 2 Camere da Letto,Palermo,2024-06-15,"9,5
Punteggio di 9,5",,3.0,,False,False,12 recensioni,"4,4 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Casa Sperlinga centro città,€ 159,€ 159,,Appartamento con 1 Camera da Letto,"Ruggero Settimo, Palermo",2024-06-15,"9,1
Punteggio di 9,1",,4.0,,False,False,29 recensioni,50 m dal centro,False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Sister's suite apartment,€ 135,€ 109,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,,,,,True,True,4 recensioni esterne,"0,8 km dal centro",False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Casa Fronte Mare,€ 284,€ 284,,Appartamento con 2 Camere da Letto,Palermo,2024-06-15,"9,8
Punteggio di 9,8",,4.0,,False,False,4 recensioni,"2,8 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Garden Suite Apartment,€ 129,€ 129,,Casa con 1 Camera da Letto,"Monte di Pietà, Palermo",2024-06-15,"9,7
Punteggio di 9,7",,4.0,,False,False,16 recensioni,250 m dal centro,False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Lilibet Apartment,€ 127,€ 111,,Appartamento con 3 Camere da Letto,Palermo,2024-06-15,"9,2
Punteggio di 9,2",,3.0,,False,False,44 recensioni,"2,9 km dal centro",True,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Casa vacanze Soraja,€ 150,€ 135,,Casa con 2 Camere da Letto,"La Kalsa, Palermo",2024-06-15,"9,9
Punteggio di 9,9",,3.0,,False,False,14 recensioni,"1,6 km dal centro",True,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Palermo Sicily apartment,€ 101,€ 101,,Appartamento con 1 Camera da Letto,"Castellammare Vucciria, Palermo",2024-06-15,"6,7
Punteggio di 6,7",,3.0,,False,False,35 recensioni,"0,6 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Suk-al-Bahlarà,€ 148,€ 134,,Appartamento con 1 Camera da Letto,"Albergaria, Palermo",2024-06-15,"8,9
Punteggio di 8,9",,4.0,,False,False,48 recensioni,"1,2 km dal centro",True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
CASA CASCIOTTO,€ 244,€ 219,,Casa con 2 Camere da Letto,Palermo,2024-06-15,"9,8
Punteggio di 9,8",,4.0,,False,False,13 recensioni,"9,3 km dal centro",True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Hotel Principe Di Villafranca,€ 232,€ 232,,Junior Suite,Palermo,2024-06-15,"7,7
Punteggio di 7,7",4.0,,preferred,False,False,258 recensioni,"0,9 km dal centro",False,,True,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Marbela Apartments & Suites,€ 104,€ 104,,Monolocale Standard,Palermo,2024-06-15,"8,1
Punteggio di 8,1",3.0,,,False,False,134 recensioni,"2,4 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
GRC Apartments Partanna-Mondello,€ 142,€ 142,,Casa con 1 Camera da Letto,Palermo,2024-06-15,"9,3
Punteggio di 9,3",,3.0,,False,False,23 recensioni,"9,3 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Apartment24 by Palermo Inn Group,€ 224,€ 147,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,"7,8
Punteggio di 7,8",,3.0,,False,False,48 recensioni,"1,9 km dal centro",True,Offerta Vacanze ,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Mini Oliva,€ 134,€ 134,,Appartamento con 1 Camera da Letto,"La Kalsa, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,4.0,,False,False,1 recensione,"0,9 km dal centro",False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Artisticamente Style and Glam in Kalsa,€ 129,€ 129,,Appartamento con 1 Camera da Letto,"La Kalsa, Palermo",2024-06-15,,,4.0,,False,False,7 recensioni esterne,"1,4 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
La Marmora Apartments,€ 124,€ 124,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,"9,7
Punteggio di 9,7",,,,False,False,7 recensioni,"2,6 km dal centro",False,,False,True,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Casa marvuglia giachery,€ 218,€ 197,,Appartamento con 2 Camere da Letto,Palermo,2024-06-15,"9,2
Punteggio di 9,2",,4.0,,False,False,36 recensioni,"1,8 km dal centro",True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Le Spezie dei Florio Vucciria Wifi free,€ 126,€ 126,,Appartamento con 1 Camera da Letto,"Castellammare Vucciria, Palermo",2024-06-15,"7,0
Punteggio di 7,0",,,,False,False,4 recensioni,"0,7 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
La casa di Faby,€ 278,€ 278,,Appartamento con 2 Camere da Letto,"La Kalsa, Palermo",2024-06-15,"10
Punteggio di 10",,4.0,,False,False,1 recensione,"1,3 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Brick Apartment,€ 97,€ 90,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,"7,3
Punteggio di 7,3",,3.0,,False,False,30 recensioni,"1,4 km dal centro",True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Convalis Bnb3,€ 49,€ 49,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,"4,0
Punteggio di 4,0",,,,False,False,3 recensioni,1 km dal centro,False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Dimora Bellini by Hotel Bellini sas,€ 209,€ 209,,Camera Matrimoniale Superior,"Monte di Pietà, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,4.0,preferred_plus,False,False,478 recensioni,450 m dal centro,False,,True,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Casa Swamy,€ 79,€ 79,,Casa con 1 Camera da Letto,Palermo,2024-06-15,"9,7
Punteggio di 9,7",,4.0,,False,False,3 recensioni,"1,8 km dal centro",False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Incanto di luna,€ 119,€ 119,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,,,,,True,False,,2 km dal centro,False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Azzìsa Holidays Suite,€ 139,€ 139,,Appartamento con 3 Camere da Letto,Palermo,2024-06-15,"9,0
Punteggio di 9,0",,4.0,,False,False,78 recensioni,"1,4 km dal centro",False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
il rifugio,€ 104,€ 104,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,"10
Punteggio di 10",,,,False,False,3 recensioni,"4,3 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Porta Carbone Residence,€ 280,€ 280,,Appartamento con 2 Camere da Letto,"Castellammare Vucciria, Palermo",2024-06-15,"9,2
Punteggio di 9,2",,4.0,,False,False,5 recensioni,"0,8 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Piano Alloro,€ 224,€ 224,,Camera Matrimoniale Deluxe con 1 Letto Supplementare,"La Kalsa, Palermo",2024-06-15,,,,,True,False,,"1,1 km dal centro",False,,True,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Stazione Apartment,€ 195,€ 162,,Appartamento con 1 Camera da Letto,"La Kalsa, Palermo",2024-06-15,"10
Punteggio di 10",,4.0,,True,False,1 recensione,"1,3 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
La loggia di Ale,€ 104,€ 94,,Appartamento,Palermo,2024-06-15,"8,3
Punteggio di 8,3",,3.0,,False,False,32 recensioni,"2,2 km dal centro",True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Garden House Mondello Palermo,€ 144,€ 132,,Casa con 2 Camere da Letto,Palermo,2024-06-15,"7,4
Punteggio di 7,4",,3.0,,False,False,17 recensioni,"8,3 km dal centro",True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Villa crilulu al mare,€ 364,€ 364,,Villa,Palermo,2024-06-15,,,,,True,False,,9 km dal centro,False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Casa Rosetta,€ 130,€ 116,,Appartamento con 2 Camere da Letto,Palermo,2024-06-15,"9,2
Punteggio di 9,2",,4.0,,False,False,80 recensioni,"6,1 km dal centro",True,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Casa a Mare La Stalletta,€ 138,€ 138,,Casa Vacanze,Palermo,2024-06-15,,,4.0,,True,False,,"11,3 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Villa del Gattopardo,€ 328,€ 269,Guadagna € 19 di Credito,Suite Executive,Palermo,2024-06-15,"8,6
Punteggio di 8,6",,,preferred_plus,False,False,181 recensioni,"5,5 km dal centro",True,,True,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
"Atmospher, centro storico di Palermo",€ 179,€ 166,,Appartamento con 2 Camere da Letto,"Albergaria, Palermo",2024-06-15,"8,6
Punteggio di 8,6",,4.0,,False,True,38 recensioni,"0,9 km dal centro",True,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Butera Luxury Home,€ 276,€ 193,,Appartamento con 1 Camera da Letto,"La Kalsa, Palermo",2024-06-15,"8,8
Punteggio di 8,8",,4.0,,False,False,5 recensioni,"1,3 km dal centro",True,Offerta Vacanze ,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
[Center City] The Art of Leaving in Palermo,€ 213,€ 213,,Appartamento con 1 Camera da Letto,"Monte di Pietà, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,4.0,,False,False,3 recensioni,"0,5 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Le Terrazze Sul Centro Storico,€ 84,€ 72,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,,,,,True,False,,"1,6 km dal centro",False,Offerta Vacanze ,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Casa Chicca,€ 189,€ 171,,Appartamento Deluxe,"Monte di Pietà, Palermo",2024-06-15,"9,5
Punteggio di 9,5",,4.0,preferred,False,False,8 recensioni,350 m dal centro,True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
TORREMUZZA Guest House,€ 179,€ 179,,Appartamento con 1 Camera da Letto,"La Kalsa, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,4.0,,False,False,5 recensioni,"1,5 km dal centro",False,,False,True,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Cala nera Luxury Apartment,€ 188,€ 169,,Appartamento con 1 Camera da Letto,"Castellammare Vucciria, Palermo",2024-06-15,"9,7
Punteggio di 9,7",,4.0,,False,False,18 recensioni,"0,8 km dal centro",True,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Il Regno delle Due Sicilie I,€ 113,€ 113,,Appartamento con 3 Camere da Letto,Palermo,2024-06-15,"7,6
Punteggio di 7,6",,,,False,False,12 recensioni,2 km dal centro,False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Casa vacanza il Fervore,€ 146,€ 146,,Camera Familiare con Bagno Privato,Palermo,2024-06-15,"9,0
Punteggio di 9,0",,,,False,False,4 recensioni,"1,7 km dal centro",False,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Oreto Bridge,€ 216,€ 200,,Appartamento con 1 Camera da Letto e Terrazza,Palermo,2024-06-15,"8,7
Punteggio di 8,7",,3.0,,False,False,23 recensioni,"2,3 km dal centro",True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
A Casuzza,€ 137,€ 137,,Appartamento con 1 Camera da Letto,Palermo,2024-06-15,"9,0
Punteggio di 9,0",,4.0,,True,False,2 recensioni,"1,8 km dal centro",False,,False,False,False,MacOS,sunnytraveler,desktop,05-07-2024---16:22
Sol&Luna 1909 Tourist Location in Old Town,€ 179,€ 166,,Appartamento con 3 Camere da Letto,"Albergaria, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,4.0,,False,False,7 recensioni,"1,2 km dal centro",True,,False,False,True,MacOS,sunnytraveler,desktop,05-07-2024---16:22
